Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG0508,262.2572,75.9916,7.543e-18,6.369e-18,3.07e-18,67.451,-1567.23
RightDG0509,262.6189,76.0007,1.167e-17,9.079e-18,4.194e-18,43.2058,-1567.29
RightDG0510,261.8817,75.8921,9.91e-18,8.512e-18,3.638e-18,43.0817,-1567.03
RightDG0511,262.4704,76.1099,1.47e-17,1.227e-17,5.373e-18,44.8579,-1566.8
RightDG0512,262.4675,76.1501,1.187e-17,9.473e-18,4.306e-18,47.7879,-1567.19
RightDG0513,262.0425,76.1296,8.335e-18,6.635e-18,3.045e-18,79.5304,-1566.71
RightDG0514,262.4792,76.4197,6.628e-18,5.526e-18,2.65e-18,56.8371,-1567.01
RightDG0515,262.3229,75.6999,9.937e-18,8.56e-18,3.926e-18,42.0843,-1567.32
RightDG0516,262.055,75.8538,1.169e-17,9.155e-18,4.496e-18,55.336,-1566.8
RightDG0517,262.7705,75.8869,1.103e-17,9.784e-18,4.542e-18,44.4355,-1566.86
RightDG0518,262.4969,76.1682,1.146e-17,9.118e-18,3.814e-18,52.6025,-1567.07
RightDG0519,262.5045,76.2023,1.132e-17,9.216e-18,4.536e-18,46.1381,-1567.16
RightDG0550,299.6412,79.5473,7.341e-17,5.412e-17,1.953e-17,199.8906,-954.18
RightDG0551,299.7044,79.917,2.841e-17,2.376e-17,9.989e-18,79.8045,-953.79
RightDG0552,299.4888,79.1918,2.843e-17,2.613e-17,1.111e-17,84.6251,-953.88
RightDG0553,300.1814,79.1568,2.698e-17,2.26e-17,1.028e-17,77.6347,-953.92
RightDG0554,299.8979,79.2769,1.875e-17,1.598e-17,6.633e-18,76.1496,-953.59
RightDG0555,299.3079,79.9635,2.733e-17,1.993e-17,1.01e-17,69.2971,-954.22
RightDG0556,299.7787,80.1385,1.878e-17,1.618e-17,7.232e-18,100.956,-953.57
RightDG0557,300.0403,79.0178,2.946e-17,2.574e-17,1.153e-17,94.7327,-953.81
RightDG0558,300.035,79.6416,2.775e-17,2.019e-17,9.502e-18,66.2616,-954.12
RightDG0559,299.5875,79.4679,2.623e-17,2.337e-17,1.063e-17,66.2863,-953.74
RightDG0560,299.3803,79.1973,2.54e-17,2.304e-17,9.632e-18,68.0142,-953.9
RightDG0561,299.5394,79.4995,1.887e-17,1.649e-17,7.573e-18,223.9494,-954.22
RightDG0562,299.4272,79.1818,2.032e-17,1.551e-17,6.942e-18,95.2305,-953.69
RightDG0563,300.0196,79.7811,2.953e-17,2.305e-17,9.16e-18,88.4066,-954.1
RightDG0564,299.9387,79.5177,3.092e-17,2.648e-17,1.113e-17,77.1046,-953.97
RightDG0565,300.0132,79.6226,2.696e-17,2.174e-17,1.03e-17,60.3692,-953.75
RightDG0566,299.295,79.5114,2.629e-17,2.25e-17,1.02e-17,67.3255,-953.77
RightDG0567,299.8847,79.568,1.928e-17,1.59e-17,6.469e-18,150.4782,-953.72
RightDG0568,299.9049,80.0784,3.065e-17,2.417e-17,1.184e-17,77.9472,-953.6
RightDG0569,300.0562,79.3161,2.961e-17,2.553e-17,1.189e-17,87.0709,-953.96
RightDG0570,299.1869,79.9081,2.91e-17,2.514e-17,1.14e-17,78.1072,-953.7
RightDG0590,284.2638,97.5337,1.629e-17,1.413e-17,6.262e-18,53.2347,-1202.3
RightDG0591,284.1838,97.6234,1.952e-17,1.424e-17,6.782e-18,62.5481,-1202.66
RightDG0592,284.2258,97.644,1.756e-17,1.507e-17,6.282e-18,64.7743,-1202.36
RightDG0593,249.636,86.7746,7.661e-18,6.328e-18,3.055e-18,57.5501,-1504.08
RightDG0611,256.5151,81.1454,1.311e-17,1.099e-17,5.001e-18,51.2565,-1427.74
RightDG0612,256.508,81.2156,1.217e-17,1.1e-17,5.038e-18,51.7542,-1427.4
RightDG0613,256.5676,81.1978,1.248e-17,1.002e-17,4.591e-18,49.6882,-1427.6
RightDG0615,234.6856,52.3397,6.568e-18,5.413e-18,2.712e-18,66.9903,-1657.07
RightDG0616,234.6637,52.2477,1.044e-17,8.886e-18,4.11e-18,42.5221,-1657.0
RightDG0617,234.7849,52.3442,9.823e-18,8.931e-18,3.879e-18,46.2729,-1657.13
RightDG0618,234.7347,52.2725,9.215e-18,7.518e-18,3.582e-18,47.6868,-1656.67
RightDG0619,234.6225,52.3518,9.33e-18,7.851e-18,3.565e-18,55.1456,-1656.85
RightDG0629,242.7898,121.9686,1.931e-17,1.58e-17,7.502e-18,87.2066,-972.5
RightDG0630,242.6699,121.773,2.291e-17,2.093e-17,1.006e-17,70.6529,-972.4
RightDG0631,242.689,121.9644,1.878e-17,1.452e-17,6.801e-18,79.2562,-972.36
RightDG0672,280.0874,52.3253,2.055e-16,1.855e-16,6.92e-17,371.933,-267.8
RightDG0673,279.9812,52.6735,2.869e-16,2.386e-16,1.064e-16,267.7067,-267.81
RightDG0674,280.1914,52.4105,3.022e-16,2.351e-16,9.047e-17,268.2348,-267.64
RightDG0675,280.3206,52.2706,2.922e-16,2.486e-16,1.05e-16,266.4466,-267.98
RightDG0676,280.124,51.5862,3.139e-16,2.456e-16,1.109e-16,246.7835,-267.75
RightDG0677,284.4034,99.4811,5.668e-17,3.851e-17,1.412e-17,122.0251,-1136.83
RightDG0678,284.7197,99.0493,2.139e-17,1.673e-17,7.687e-18,54.9848,-1137.32
RightDG0679,284.7596,99.4335,3.048e-17,2.321e-17,9.322e-18,69.4121,-1137.23
RightDG0680,284.3585,99.3524,1.445e-17,1.18e-17,5.413e-18,142.2313,-1137.3
RightDG0681,284.6796,99.6801,1.321e-17,1.054e-17,5.057e-18,80.6149,-1137.38
RightDG0682,284.1614,99.0578,2.134e-17,1.668e-17,8.475e-18,64.3933,-1137.41
RightDG0683,284.5625,99.4731,2.035e-17,1.82e-17,8.402e-18,67.8029,-1136.92
RightDG0684,284.2595,98.9973,2.864e-17,2.546e-17,9.52e-18,45.562,-1137.37
RightDG0685,284.4943,99.1764,1.554e-17,1.218e-17,4.824e-18,96.4248,-1137.32
RightDG0686,284.6149,99.5695,1.705e-17,1.285e-17,5.942e-18,97.842,-1137.34
RightDG0687,284.4551,99.1902,1.44e-17,1.012e-17,5.624e-18,101.6714,-1137.02
RightDG0688,284.4652,99.3802,2.256e-17,2.006e-17,8.061e-18,75.7445,-1136.98
RightDG0689,284.5561,99.8593,2.143e-17,1.628e-17,7.597e-18,68.9766,-1137.03
RightDG0690,284.5646,99.0426,2.016e-17,1.536e-17,6.946e-18,62.1603,-1136.89
RightDG0691,284.1342,99.4779,2.171e-17,1.801e-17,8.377e-18,69.729,-1137.37
RightDG0692,284.5487,99.5137,1.556e-17,1.3e-17,5.496e-18,125.7344,-1137.57
RightDG0693,284.6521,99.895,2.002e-17,1.503e-17,6.926e-18,57.1701,-1137.3
RightDG0694,284.365,99.5623,2.828e-17,2.279e-17,9.709e-18,68.9951,-1137.36
RightDG0695,284.4629,99.5279,1.421e-17,1.219e-17,5.193e-18,67.6352,-1137.56
RightDG0724,247.6607,106.7274,4.032e-17,3.106e-17,1.53e-17,136.7092,-663.23
RightDG0775,271.939,54.1974,1.31e-17,1.046e-17,4.603e-18,117.1936,-1231.31
RightDG0776,272.0281,54.2348,1.733e-17,1.441e-17,6.558e-18,56.4934,-1230.98
RightDG0777,272.1064,54.2006,1.583e-17,1.175e-17,5.514e-18,52.8966,-1231.07
RightDG0778,272.042,54.1395,1.722e-17,1.408e-17,5.922e-18,58.5484,-1231.58
RightDG0779,272.0492,54.3351,1.138e-17,9.66e-18,4.401e-18,68.7861,-1231.1
RightDG0780,271.7713,54.2438,1.654e-17,1.364e-17,6.05e-18,66.2001,-1231.24
RightDG0813,306.8131,92.2148,5.97e-17,4.875e-17,2.316e-17,172.7818,-520.93
RightDG0871,269.8708,64.0577,2.948e-17,2.146e-17,6.922e-18,160.6402,-1681.21
RightDG0872,269.9292,64.2679,9.039e-18,8.083e-18,3.316e-18,36.7411,-1681.1
RightDG0873,270.0539,63.9105,1.082e-17,8.362e-18,3.781e-18,46.0265,-1680.9
RightDG0874,270.0143,64.2687,9.646e-18,8.134e-18,3.418e-18,35.6753,-1681.09
RightDG0875,269.8079,64.0604,7.795e-18,6.072e-18,3.149e-18,84.525,-1680.93
RightDG0876,270.0285,63.6704,9.495e-18,8.302e-18,3.841e-18,38.2969,-1680.95
RightDG0877,270.109,63.773,1.046e-17,7.824e-18,3.806e-18,36.527,-1681.47
RightDG0878,270.31,64.0127,9.821e-18,7.716e-18,3.369e-18,46.9041,-1681.08
RightDG0879,269.7073,64.327,9.628e-18,8.736e-18,3.852e-18,45.8754,-1681.29
RightDG0880,269.8508,64.4173,9.413e-18,8.146e-18,3.721e-18,42.9335,-1680.88
RightDG0881,269.5451,63.6997,8.988e-18,7.449e-18,3.703e-18,44.3928,-1681.27
RightDG0882,269.5811,63.9516,9.343e-18,7.559e-18,3.856e-18,41.7299,-1680.96
RightDG0883,269.9601,63.798,6.526e-18,5.308e-18,2.503e-18,65.2896,-1681.14
RightDG0884,269.4258,63.9602,9.963e-18,8.958e-18,4.213e-18,45.7193,-1681.04
RightDG0885,270.1225,64.1165,6.606e-18,5.45e-18,2.417e-18,40.1304,-1681.09
RightDG0886,269.9562,64.1046,6.958e-18,6.035e-18,2.675e-18,96.4189,-1681.39
RightDG0887,269.8169,63.9647,9.611e-18,9.513e-18,3.91e-18,42.1649,-1681.27
RightDG0888,269.7222,64.3092,9.017e-18,7.818e-18,3.516e-18,42.6643,-1680.95
RightDG0889,269.7914,64.2216,1.373e-17,1.11e-17,5.239e-18,44.6714,-1681.13
RightDG0890,269.6812,63.8763,9.706e-18,7.379e-18,3.72e-18,38.9787,-1681.21
RightDG0891,269.9372,63.8479,9.892e-18,8.531e-18,3.953e-18,47.8102,-1681.2
RightDG0892,269.6094,64.2169,9.983e-18,8.884e-18,4.304e-18,44.0157,-1680.82
RightDG0893,269.9719,64.3699,7.102e-18,5.771e-18,2.486e-18,57.2912,-1680.91
RightDG0894,270.1319,63.7884,1.069e-17,9.101e-18,3.909e-18,38.4648,-1681.14
RightDG0895,269.9591,64.0282,6.768e-18,5.486e-18,2.292e-18,51.4437,-1680.83
RightDG0896,268.2336,46.3015,3.623e-17,3.164e-17,9.871e-18,124.8641,-1353.21
RightDG0897,268.0456,46.102,1.466e-17,1.132e-17,5.77e-18,60.5648,-1353.37
RightDG0898,268.4244,46.4289,9.213e-18,7.691e-18,3.934e-18,62.4087,-1353.16
RightDG0899,268.1857,46.0695,1.34e-17,1.139e-17,4.786e-18,44.3371,-1353.29
RightDG0900,268.475,46.2064,1.486e-17,1.055e-17,5.037e-18,54.8358,-1353.28
RightDG0901,268.4463,46.2307,1.296e-17,1.094e-17,4.765e-18,48.7327,-1353.57
RightDG0902,268.1262,46.4866,1.28e-17,9.926e-18,5.361e-18,47.8514,-1353.15
RightDG0903,268.0542,46.1384,1.496e-17,1.145e-17,5.204e-18,55.5151,-1353.46
RightDG0904,267.9356,46.1943,1.358e-17,1.074e-17,4.733e-18,60.33,-1353.67
RightDG0905,268.2669,46.5436,1.263e-17,1.021e-17,4.812e-18,44.1397,-1353.44
RightDG0906,268.4652,46.2274,1.368e-17,1.217e-17,5.187e-18,61.9316,-1353.41
RightDG0907,267.9647,46.2241,1.303e-17,1.058e-17,4.534e-18,45.3075,-1353.05
RightDG0925,241.2537,78.6763,4.653e-17,3.405e-17,1.226e-17,132.2359,-1321.04
RightDG0926,241.3401,78.4046,1.692e-17,1.474e-17,6.827e-18,58.783,-1321.41
RightDG0927,241.1285,78.6653,1.584e-17,1.263e-17,6.032e-18,48.9782,-1321.28
RightDG0928,241.4663,78.5957,1.699e-17,1.368e-17,6.37e-18,58.3699,-1321.71
RightDG0929,241.3816,78.9891,1.822e-17,1.461e-17,6.087e-18,69.2714,-1321.01
RightDG0930,241.5079,78.9342,1.71e-17,1.361e-17,5.442e-18,44.03,-1321.41
RightDG0931,241.4844,78.5155,1.559e-17,1.248e-17,5.623e-18,54.1847,-1321.12
RightDG0932,241.15,78.7342,1.49e-17,1.236e-17,5.95e-18,53.9644,-1321.1
RightDG0933,241.2771,78.6268,1.682e-17,1.363e-17,5.537e-18,50.6853,-1321.2
RightDG0934,240.9864,78.6364,1.483e-17,1.138e-17,5.872e-18,55.5959,-1321.55
RightDG0935,241.0084,78.6904,1.075e-17,9.603e-18,4.171e-18,68.1155,-1321.14
RightDG0936,241.2269,78.4733,1.625e-17,1.356e-17,5.829e-18,53.3913,-1321.61
RightDG0937,241.0781,78.4914,2.268e-17,1.828e-17,7.067e-18,57.4392,-1321.69
RightDG0938,241.0576,78.5906,1.639e-17,1.355e-17,6.619e-18,63.5101,-1321.36
RightDG1022,254.2963,58.2097,1.275e-17,9.466e-18,4.749e-18,48.8058,-1582.43
RightDG1023,254.2513,58.1833,1.191e-17,9.181e-18,4.013e-18,55.1468,-1582.67
RightDG1032,293.9489,122.2138,6.559e-17,5.478e-17,2.148e-17,437.0754,-475.36
RightDG1033,294.177,121.7211,1.104e-16,8.629e-17,3.903e-17,132.4042,-474.98
RightDG1034,294.3713,122.0115,1.208e-16,9.132e-17,4.15e-17,173.5206,-474.75
RightDG1035,294.4814,122.3313,1.157e-16,9.302e-17,4.248e-17,153.7293,-475.01
RightDG1036,294.0038,121.9964,1.054e-16,8.187e-17,3.393e-17,163.4755,-474.98
RightDG1037,293.5174,122.8022,1.149e-16,9.031e-17,4.311e-17,164.793,-475.0
RightDG1038,293.6606,121.6194,1.104e-16,9.568e-17,3.899e-17,157.3064,-475.21
RightDG1039,293.5983,121.855,9.877e-17,7.825e-17,3.465e-17,158.1648,-475.35
RightDG1040,293.3289,121.8895,1.177e-16,8.666e-17,3.775e-17,171.1029,-474.97
RightDG1041,291.1953,108.243,5.622e-18,4.304e-18,2.18e-18,38.9427,-1845.69
RightDG1069,268.8346,58.8757,5.765e-17,4.403e-17,1.5e-17,160.4158,-1126.79
RightDG1070,269.0905,58.9518,2.235e-17,1.797e-17,8.063e-18,87.1457,-1127.15
RightDG1071,269.1219,58.7332,2.247e-17,1.829e-17,8.588e-18,77.1937,-1127.18
RightDG1072,268.5633,58.485,2.106e-17,1.725e-17,7.024e-18,55.3663,-1126.89
RightDG1073,268.5101,59.0254,1.424e-17,1.113e-17,5.562e-18,67.9163,-1127.02
RightDG1074,268.5044,59.1708,2.09e-17,1.688e-17,7.385e-18,54.3545,-1127.0
RightDG1075,268.7634,58.3996,1.875e-17,1.569e-17,7.165e-18,57.9059,-1126.83
RightDG1076,269.0592,59.0502,2.164e-17,1.763e-17,7.624e-18,84.4262,-1127.16
RightDG1077,268.7463,58.5949,1.392e-17,1.101e-17,5.554e-18,101.4039,-1126.99
RightDG1078,268.7131,58.8078,3.147e-17,2.304e-17,9.771e-18,76.405,-1126.85
RightDG1079,269.1213,59.2389,1.334e-17,1.103e-17,4.832e-18,89.6334,-1126.98
RightDG1080,269.1345,58.935,2.2e-17,1.931e-17,7.923e-18,71.9222,-1127.25
RightDG1081,268.3044,59.0077,1.898e-17,1.719e-17,7.683e-18,61.442,-1127.28
RightDG1082,269.353,58.9476,2.105e-17,1.637e-17,8.047e-18,78.0859,-1127.14
RightDG1083,269.302,58.7027,2.893e-17,2.492e-17,9.436e-18,58.0521,-1127.2
RightDG1084,268.9622,58.6385,2.034e-17,1.623e-17,7.172e-18,72.7643,-1127.1
RightDG1085,268.8969,58.7178,1.47e-17,1.186e-17,5.797e-18,72.1599,-1127.21
RightDG1086,269.2356,58.4012,2.121e-17,1.748e-17,7.911e-18,77.1017,-1127.29
RightDG1087,269.0976,58.9851,2.16e-17,1.635e-17,8.407e-18,75.7704,-1127.18
RightDG1088,269.0817,58.4607,3.022e-17,2.37e-17,9.425e-18,67.5822,-1127.21
RightDG1089,268.9769,58.7439,2.919e-17,2.078e-17,9.163e-18,63.8506,-1127.19
RightDG1150,242.4581,120.7498,3.664e-17,2.648e-17,1.312e-17,120.9101,-688.62
RightDG1152,228.7443,109.4274,7.088e-18,6.063e-18,2.891e-18,41.8373,-1572.08
RightDG1153,254.5062,71.6662,1.442e-17,1.361e-17,6.058e-18,69.4827,-1255.34
RightDG1154,254.4995,71.6156,1.643e-17,1.419e-17,6.125e-18,67.5309,-1255.27
RightDG1155,254.3772,71.6583,1.708e-17,1.416e-17,6.421e-18,72.4145,-1255.47
RightDG1156,254.3769,71.6407,1.652e-17,1.369e-17,6.645e-18,56.9098,-1255.42
RightDG1157,259.9882,131.4533,4.998e-17,4.019e-17,1.457e-17,163.3609,-1189.62
RightDG1158,259.9224,131.7405,1.891e-17,1.503e-17,6.521e-18,59.3049,-1189.95
RightDG1159,260.2404,131.3921,2.018e-17,1.352e-17,6.958e-18,65.398,-1190.0
RightDG1160,259.9482,131.446,1.908e-17,1.636e-17,6.494e-18,57.2832,-1189.86
RightDG1161,259.7015,131.4467,1.803e-17,1.629e-17,7.123e-18,65.1817,-1190.05
RightDG1162,260.219,131.4818,1.757e-17,1.583e-17,6.251e-18,57.7133,-1190.09
RightDG1163,259.7991,131.3646,1.988e-17,1.606e-17,7.701e-18,74.5603,-1190.04
RightDG1164,260.1579,131.314,1.91e-17,1.496e-17,7.417e-18,56.1965,-1189.85
RightDG1165,260.1849,131.376,1.677e-17,1.498e-17,7.294e-18,58.189,-1190.07
RightDG1166,260.1774,131.6315,2.094e-17,1.579e-17,8.565e-18,71.9558,-1189.69
RightDG1167,260.1166,131.4516,1.93e-17,1.54e-17,6.707e-18,55.2755,-1189.69
RightDG1197,278.5284,70.1495,1.431e-17,1.197e-17,5.671e-18,56.6739,-1349.57
RightDG1198,278.5675,70.2228,1.454e-17,1.18e-17,4.978e-18,59.5348,-1349.77
RightDG1199,278.7187,70.1628,1.572e-17,1.316e-17,6.054e-18,50.638,-1349.37
RightDG1200,278.4989,70.1508,1.032e-17,8.484e-18,3.546e-18,56.6975,-1349.46
RightDG1249,234.0793,116.3309,1.617e-16,1.149e-16,4.255e-17,343.6487,-624.95
RightDG1250,233.5545,116.3064,5.785e-17,4.513e-17,2.097e-17,108.2423,-625.19
RightDG1251,234.3254,116.7265,6.157e-17,4.947e-17,2.19e-17,125.2643,-625.03
RightDG1252,233.9025,116.1351,4.23e-17,3.317e-17,1.374e-17,126.8696,-624.96
RightDG1253,233.9563,116.117,5.734e-17,4.177e-17,2.11e-17,104.5368,-625.25
RightDG1254,233.7377,116.0626,5.596e-17,4.478e-17,1.921e-17,115.6054,-624.87
RightDG1255,233.8266,116.5401,8.885e-17,6.629e-17,2.684e-17,92.6532,-624.87
RightDG1256,233.7688,116.1031,5.836e-17,4.355e-17,1.997e-17,109.8151,-625.02
RightDG1257,234.2455,116.4487,5.545e-17,4.372e-17,2.104e-17,129.4197,-625.02
RightDG1258,234.2907,115.9223,5.762e-17,4.411e-17,2.178e-17,112.3561,-624.94
RightDG1283,252.7544,110.1624,2.331e-17,1.713e-17,7.527e-18,65.4771,-1053.5
RightDG1284,252.6369,110.1555,2.356e-17,1.853e-17,8.44e-18,67.4934,-1053.34
RightDG1310,281.9998,74.1655,1.326e-16,1.136e-16,5.026e-17,275.3188,-344.34
RightDG1403,285.3828,94.4457,1.04e-17,8.761e-18,3.464e-18,108.1472,-1342.68
RightDG1404,285.3188,94.523,1.527e-17,1.08e-17,5.106e-18,48.347,-1342.46
RightDG1405,285.2724,94.5423,1.551e-17,1.379e-17,6.779e-18,49.183,-1342.52
RightDG1406,285.5111,94.5313,1.687e-17,1.416e-17,6.415e-18,57.1813,-1342.6
RightDG1407,285.3103,94.2678,1.106e-17,9.033e-18,4.012e-18,64.037,-1342.98
RightDG1408,285.2314,94.3742,1.618e-17,1.222e-17,6.098e-18,60.8502,-1342.83
RightDG1409,285.2756,94.2552,1.546e-17,1.316e-17,5.845e-18,62.6989,-1342.68
RightDG1410,285.279,94.4427,1.492e-17,1.343e-17,5.954e-18,58.0441,-1342.62
RightDG1411,285.5391,94.41,1.697e-17,1.43e-17,6.515e-18,59.899,-1342.51
RightDG1440,281.4843,86.3852,1.659e-17,1.239e-17,5.87e-18,53.134,-1288.85
RightDG1441,281.5183,86.3183,1.221e-17,8.901e-18,4.012e-18,72.8229,-1288.62
TopDG0021,103.301,36.2865,8.968e-18,7.134e-18,3.237e-18,98.8103,-1409.71
TopDG0022,103.0273,36.3112,1.265e-17,1.088e-17,5.357e-18,56.0387,-1409.36
TopDG0023,103.3294,36.3083,1.237e-17,1.078e-17,4.525e-18,42.3255,-1409.6
TopDG0024,103.4714,36.2529,1.309e-17,1.027e-17,5.143e-18,50.5196,-1409.65
TopDG0025,103.0501,36.2458,1.285e-17,1.019e-17,4.559e-18,60.5783,-1409.64
TopDG0026,103.3858,36.1351,1.153e-17,1.042e-17,4.6e-18,48.3731,-1409.66
TopDG0027,103.2946,36.2571,1.321e-17,9.891e-18,4.457e-18,49.4496,-1409.41
TopDG0028,103.2758,36.237,9.57e-18,7.525e-18,3.359e-18,60.3018,-1409.51
TopDG0042,44.0467,31.714,1.824e-17,1.483e-17,6.969e-18,168.3636,-944.19
TopDG0043,44.0844,31.4733,2.598e-17,2.072e-17,1.013e-17,75.4478,-944.42
TopDG0044,44.4742,31.6247,2.8e-17,2.178e-17,1.056e-17,70.7452,-944.07
TopDG0045,43.917,31.5932,2.844e-17,2.097e-17,1.004e-17,94.9568,-943.82
TopDG0046,44.4272,31.9132,2.508e-17,2.297e-17,1.043e-17,76.3862,-944.21
TopDG0047,43.7276,31.8375,2.442e-17,2.083e-17,9.137e-18,69.6602,-944.08
TopDG0048,44.3112,31.8068,2.85e-17,2.164e-17,9.939e-18,76.7446,-944.05
TopDG0049,44.0482,31.5337,2.932e-17,2.169e-17,1.016e-17,88.5434,-943.98
TopDG0130,226.6461,16.0868,8.943e-18,7.006e-18,3.306e-18,52.9893,-1537.51
TopDG0131,101.2956,34.3224,5.851e-17,4.742e-17,1.628e-17,154.4269,-1083.88
TopDG0132,101.2557,34.0801,2.125e-17,1.755e-17,8.293e-18,69.635,-1083.96
TopDG0133,100.9853,34.4424,2.244e-17,1.92e-17,8.991e-18,63.7184,-1084.01
TopDG0134,100.7963,34.5069,2.316e-17,1.713e-17,7.912e-18,63.1176,-1084.08
TopDG0135,101.167,34.4948,2.248e-17,2.041e-17,8.415e-18,80.2364,-1083.93
TopDG0136,101.6267,34.4296,2.157e-17,1.877e-17,8.318e-18,64.5408,-1083.79
TopDG0137,101.0306,34.1455,2.219e-17,1.817e-17,8.372e-18,68.6872,-1083.5
TopDG0138,101.1726,34.6884,2.193e-17,1.904e-17,7.696e-18,58.3175,-1084.08
TopDG0139,101.4153,34.0459,2.554e-17,2.128e-17,9.517e-18,71.1596,-1083.85
TopDG0140,101.6423,34.2933,2.307e-17,2.057e-17,8.766e-18,82.3084,-1083.9
TopDG0141,100.7887,34.1336,2.511e-17,1.92e-17,8.966e-18,69.9406,-1084.11
TopDG0142,100.8679,34.0877,2.24e-17,1.751e-17,8.499e-18,63.0246,-1083.99
TopDG0143,101.9973,34.3132,1.511e-17,1.266e-17,5.823e-18,73.0071,-1083.58
TopDG0144,101.3725,33.9597,2.098e-17,1.786e-17,8.592e-18,73.3011,-1083.89
TopDG0256,218.4459,51.7774,1.751e-17,1.557e-17,7.079e-18,80.7411,-950.82
TopDG0448,69.8373,23.9744,1.201e-17,9.683e-18,4.43e-18,182.1581,-1209.91
TopDG0449,70.0131,24.191,1.778e-17,1.454e-17,6.157e-18,60.6717,-1209.82
TopDG0450,69.763,23.9386,1.676e-17,1.463e-17,7.092e-18,51.7931,-1209.78
TopDG0451,69.9091,23.8215,2.798e-17,2.073e-17,8.241e-18,64.1888,-1209.72
TopDG0452,70.0005,24.1691,2.123e-17,1.639e-17,6.398e-18,65.498,-1209.73
TopDG0453,69.4231,23.8436,1.285e-17,1.074e-17,5.004e-18,71.1918,-1209.81
TopDG0454,70.2762,24.1376,1.807e-17,1.423e-17,7.76e-18,64.6535,-1209.84
TopDG0455,69.6143,24.1296,2.043e-17,1.619e-17,8.015e-18,65.1507,-1209.66
TopDG0456,69.4339,23.9445,1.869e-17,1.541e-17,6.741e-18,60.2832,-1209.5
TopDG0614,215.1802,49.6741,7.676e-18,6.352e-18,3.047e-18,47.8205,-1660.48
TopDG0620,246.2484,39.1059,5.368e-17,4.455e-17,1.707e-17,288.1275,-525.7
TopDG0621,246.2864,39.2359,8.345e-17,6.248e-17,2.556e-17,122.3323,-525.55
TopDG0622,246.8368,39.1558,7.696e-17,5.964e-17,2.75e-17,120.6499,-525.57
TopDG0623,245.5535,38.8502,7.985e-17,6.292e-17,2.552e-17,111.9583,-525.46
TopDG0624,246.3096,39.0161,8.658e-17,6.76e-17,3.172e-17,123.91,-525.45
TopDG0625,246.3866,39.3412,8.916e-17,7.022e-17,3.261e-17,158.59,-525.57
TopDG0626,246.3957,39.0652,7.756e-17,6.184e-17,2.911e-17,164.702,-525.33
TopDG0663,90.1499,23.8665,7.804e-18,6.672e-18,3.116e-18,49.8639,-1606.19
TopDG0696,322.6573,49.4288,8.506e-18,6.602e-18,2.998e-18,128.7427,-1472.1
TopDG0697,322.8273,49.4131,1.194e-17,9.762e-18,4.724e-18,47.6781,-1472.26
TopDG0698,322.7461,49.4234,1.179e-17,1.011e-17,4.004e-18,40.0279,-1471.74
TopDG0699,322.6963,49.4026,1.241e-17,1.035e-17,4.742e-18,56.0868,-1472.02
TopDG0700,322.7077,49.419,1.222e-17,1.084e-17,4.615e-18,62.9052,-1471.86
TopDG0701,322.6898,49.5005,1.139e-17,9.837e-18,4.405e-18,47.7776,-1472.16
TopDG0702,322.7896,49.3509,1.278e-17,1.091e-17,4.573e-18,56.5049,-1472.12
TopDG0703,322.869,49.4231,1.778e-17,1.315e-17,5.72e-18,53.1026,-1472.38
TopDG0704,322.7053,49.5107,1.305e-17,1.153e-17,5.613e-18,57.0361,-1471.85
TopDG0705,68.3592,38.3515,8.77e-17,6.557e-17,2.892e-17,166.1062,-438.78
TopDG0734,224.9471,36.0813,5.951e-18,5.477e-18,2.326e-18,109.1082,-1711.93
TopDG0735,224.9043,36.1385,9.7e-18,8.475e-18,4.021e-18,40.8909,-1711.98
TopDG0736,225.1611,35.9855,1.057e-17,8.929e-18,4.151e-18,47.966,-1711.85
TopDG0737,224.7539,36.0172,1.069e-17,8.165e-18,3.883e-18,43.7813,-1711.86
TopDG0738,225.1431,35.9568,1.015e-17,7.778e-18,4.058e-18,49.7873,-1711.98
TopDG0739,224.8557,36.0824,9.3e-18,7.976e-18,3.715e-18,36.563,-1711.87
TopDG0740,224.8143,36.0756,1.061e-17,8.723e-18,4.376e-18,49.7036,-1711.8
TopDG0741,225.1838,35.9841,1.365e-17,1.084e-17,4.489e-18,51.2136,-1711.7
TopDG0742,224.8656,35.919,1.018e-17,8.007e-18,3.998e-18,49.8779,-1711.96
TopDG0746,14.8648,45.213,1.872e-17,1.598e-17,7.106e-18,81.4142,-923.51
TopDG0747,14.8216,45.1309,2.663e-17,2.376e-17,1.082e-17,73.0063,-923.28
TopDG0762,121.1049,44.3683,8.611e-18,7.188e-18,3.243e-18,72.7761,-1390.63
TopDG0763,120.8959,44.2606,1.279e-17,1.04e-17,4.308e-18,40.8936,-1390.93
TopDG0764,121.1149,44.2288,1.265e-17,1.002e-17,4.523e-18,51.5878,-1390.68
TopDG0765,120.9924,44.3822,9.457e-18,7.631e-18,3.476e-18,53.07,-1390.7
TopDG0766,121.1167,44.4029,1.39e-17,1.189e-17,5.519e-18,54.4267,-1391.18
TopDG0767,121.1722,44.5711,9.166e-18,8.028e-18,3.562e-18,54.9025,-1390.89
TopDG0768,121.3994,44.3696,1.312e-17,1.062e-17,4.514e-18,46.927,-1391.07
TopDG0769,121.0153,44.4136,1.363e-17,1.038e-17,4.208e-18,43.1918,-1390.86
