,Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
79,LeftDG0910,7.5311,-0.8662,1.535e-17,1.103e-17,5.305e-18,47.2608,-1363.71
80,LeftDG0911,7.4708,-0.8521,1.959e-17,1.675e-17,6.65e-18,58.033,-1363.92
81,LeftDG0912,7.5307,-0.9125,1.428e-17,1.191e-17,5.227e-18,52.0508,-1363.76
82,LeftDG0993,41.868,7.7156,4.011e-17,3.132e-17,1.007e-17,165.6704,-1416.66
83,LeftDG0994,41.5896,7.5857,1.534e-17,1.24e-17,5.99e-18,46.7598,-1416.47
84,LeftDG0995,41.7469,8.0075,2.025e-17,1.607e-17,6.376e-18,53.8552,-1416.63
85,LeftDG0996,42.0829,7.9759,9.019e-18,8.719e-18,3.995e-18,51.6099,-1416.68
86,LeftDG0997,41.9396,7.5149,1.261e-17,1.093e-17,5.051e-18,46.3772,-1416.6
87,LeftDG0998,42.4796,7.9221,1.264e-17,9.966e-18,4.862e-18,54.8382,-1416.53
88,LeftDG0999,42.2165,7.6314,1.03e-17,9.66e-18,3.913e-18,88.3182,-1416.81
89,LeftDG1000,41.7654,7.9917,1.459e-17,1.162e-17,5.433e-18,60.4223,-1416.56
90,LeftDG1001,42.0704,7.5076,9.949e-18,8.214e-18,3.614e-18,84.9857,-1416.68
91,LeftDG1002,41.5875,8.2589,1.521e-17,1.157e-17,5.506e-18,64.8907,-1416.89
92,LeftDG1003,41.9849,7.2647,1.498e-17,1.2e-17,5.177e-18,60.6988,-1416.58
93,LeftDG1004,42.2916,7.7975,1.318e-17,1.139e-17,5.3e-18,64.0128,-1416.47
94,LeftDG1005,41.9391,7.5494,9.485e-18,7.09e-18,3.141e-18,60.302,-1416.2
95,LeftDG1006,42.1806,7.4473,1.552e-17,1.277e-17,5.299e-18,57.4835,-1416.27
96,LeftDG1007,42.0368,7.7878,9.167e-18,7.664e-18,3.834e-18,89.9063,-1416.34
97,LeftDG1008,42.065,8.0097,9.705e-18,8.427e-18,3.253e-18,72.5898,-1416.49
98,LeftDG1009,41.2505,7.4702,1.431e-17,1.342e-17,5.323e-18,60.2623,-1416.46
99,LeftDG1010,42.0759,8.0032,1.016e-17,8.057e-18,4.225e-18,89.2967,-1416.63
100,LeftDG1011,41.5783,7.5129,1.544e-17,1.22e-17,5.848e-18,54.7976,-1416.17
101,LeftDG1012,42.5943,7.5372,1.538e-17,1.249e-17,5.962e-18,47.187,-1416.88
102,LeftDG1013,41.4728,7.8444,1.511e-17,1e-17,5.216e-18,51.6564,-1416.91
103,LeftDG1014,41.3178,7.583,1.23e-17,1.112e-17,5.126e-18,44.0793,-1416.27
104,LeftDG1015,41.6357,7.5016,1.347e-17,1.081e-17,4.933e-18,52.8984,-1416.38
105,LeftDG1016,41.5497,7.3283,1.399e-17,1.043e-17,4.264e-18,48.1688,-1416.57
106,LeftDG1017,41.828,7.6065,1.488e-17,1.23e-17,5.536e-18,53.2924,-1416.88
107,LeftDG1025,28.0756,-28.2549,7.067e-18,6.235e-18,2.784e-18,91.6173,-1624.82
108,LeftDG1026,27.9746,-28.2809,1.1e-17,9.023e-18,4.034e-18,48.3686,-1624.58
109,LeftDG1027,28.1085,-28.2442,1.343e-17,1.037e-17,4.808e-18,52.2379,-1624.72
110,LeftDG1028,28.1681,-28.2928,1.145e-17,9.707e-18,3.958e-18,41.1005,-1624.62
111,LeftDG1029,28.1219,-28.2435,1.203e-17,9.727e-18,4.642e-18,39.3986,-1624.68
112,LeftDG1030,28.0076,-28.0979,9.58e-18,8.001e-18,4.084e-18,47.3611,-1624.71
113,LeftDG1031,28.0178,-28.3532,1.065e-17,9.192e-18,4.094e-18,52.3647,-1624.9
114,LeftDG1114,22.2983,-18.3555,4.915e-17,3.78e-17,1.214e-17,227.8992,-1203.99
115,LeftDG1115,22.4619,-18.5926,1.864e-17,1.417e-17,6.641e-18,52.8728,-1204.07
116,LeftDG1116,22.2863,-18.0852,1.809e-17,1.485e-17,6.403e-18,66.1442,-1204.37
117,LeftDG1117,22.3915,-18.1387,1.77e-17,1.422e-17,6.175e-18,54.6917,-1204.61
118,LeftDG1118,22.5897,-18.5505,1.626e-17,1.424e-17,5.854e-18,56.7345,-1204.11
119,LeftDG1119,22.2887,-18.1697,1.622e-17,1.4e-17,6.538e-18,56.2878,-1204.32
120,LeftDG1120,22.3688,-18.5353,1.71e-17,1.475e-17,5.701e-18,47.8066,-1204.36
121,LeftDG1121,22.4269,-18.601,1.921e-17,1.604e-17,7.815e-18,65.3818,-1204.12
122,LeftDG1122,22.0345,-18.3578,1.268e-17,1.077e-17,4.157e-18,75.3559,-1204.11
123,LeftDG1123,22.1808,-18.4196,1.792e-17,1.478e-17,6.891e-18,71.8305,-1204.15
124,LeftDG1124,22.5509,-18.5758,1.843e-17,1.46e-17,7.542e-18,64.8516,-1204.28
125,LeftDG1179,-29.6632,29.1471,4.751e-17,3.639e-17,1.327e-17,66.9828,-1222.7
126,LeftDG1180,-29.9326,29.1817,1.893e-17,1.495e-17,6.264e-18,68.8748,-1222.2
127,LeftDG1181,-29.6262,29.5012,1.892e-17,1.395e-17,6.857e-18,63.4289,-1222.81
128,LeftDG1182,-29.3739,29.4785,1.977e-17,1.684e-17,7.765e-18,56.2529,-1222.2
129,LeftDG1183,-29.821,29.4271,1.458e-17,1.226e-17,5.297e-18,99.6579,-1222.46
130,LeftDG1184,-29.2458,29.0639,1.888e-17,1.691e-17,7.364e-18,64.8398,-1222.77
131,LeftDG1185,-29.6288,29.6653,1.864e-17,1.558e-17,6.949e-18,63.2493,-1222.4
132,LeftDG1186,-29.591,29.1735,1.743e-17,1.436e-17,6.236e-18,55.7885,-1222.5
133,LeftDG1187,-29.4175,29.1156,1.803e-17,1.502e-17,7.463e-18,62.7669,-1222.26
134,LeftDG1188,-29.7578,29.3825,1.215e-17,9.844e-18,4.667e-18,67.7013,-1222.4
135,LeftDG1189,-29.8028,29.0653,1.401e-17,1.109e-17,5.55e-18,106.3433,-1222.68
136,LeftDG1190,-29.9926,29.4757,1.689e-17,1.461e-17,6.937e-18,60.2977,-1222.26
137,LeftDG1191,-30.0452,28.9742,1.294e-17,1.049e-17,4.99e-18,62.2748,-1222.78
138,LeftDG1192,-30.0847,28.8025,2.632e-17,1.912e-17,8.404e-18,69.6696,-1222.18
139,LeftDG1193,-29.7779,29.4291,1.732e-17,1.444e-17,6.611e-18,67.6119,-1222.09
140,LeftDG1194,-30.2043,29.3448,1.773e-17,1.348e-17,6.391e-18,59.3743,-1222.53
141,LeftDG1195,-29.4139,29.2824,1.219e-17,9.754e-18,5.195e-18,79.3097,-1222.42
142,LeftDG1196,-29.5499,29.1164,1.559e-17,1.335e-17,6.158e-18,56.4255,-1222.24
143,LeftDG1210,-30.7197,38.0158,1.432e-17,1.321e-17,6.516e-18,170.1877,-1072.32
144,LeftDG1211,-30.767,37.7711,2.447e-17,1.863e-17,8.612e-18,74.7573,-1072.09
145,LeftDG1212,-30.6329,38.3026,2.417e-17,1.858e-17,8.417e-18,59.2804,-1072.26
146,LeftDG1213,-30.7087,38.274,2.516e-17,1.828e-17,8.072e-18,70.1364,-1072.11
147,LeftDG1214,-30.9332,38.1399,2.299e-17,1.741e-17,8.37e-18,51.171,-1072.04
148,LeftDG1215,-30.6858,38.1271,1.746e-17,1.296e-17,6.29e-18,64.7095,-1072.25
149,LeftDG1216,-30.8257,37.8679,2.242e-17,1.994e-17,9.046e-18,80.2651,-1072.15
150,LeftDG1217,4.0169,18.5002,2.05e-17,1.625e-17,8.149e-18,96.9573,-863.6
151,LeftDG1224,24.0231,23.5602,6.5e-17,4.991e-17,1.76e-17,166.0299,-939.15
152,LeftDG1225,24.0808,23.7369,1.63e-17,1.471e-17,6.276e-18,72.2575,-939.16
153,LeftDG1226,24.1264,23.6293,2.313e-17,1.866e-17,8.789e-18,66.6503,-939.34
154,LeftDG1227,23.8614,23.6296,3.082e-17,2.731e-17,1.082e-17,63.5546,-939.22
155,LeftDG1228,23.9448,23.3023,2.246e-17,1.745e-17,8.479e-18,70.1407,-939.37
156,LeftDG1229,23.6836,23.4836,2.301e-17,1.954e-17,9.113e-18,68.0503,-939.04
157,LeftDG1230,24.0898,23.7535,2.379e-17,1.801e-17,8.146e-18,66.2042,-939.21
158,LeftDG1231,24.0287,23.4641,1.54e-17,1.323e-17,6.07e-18,132.9446,-939.33
159,LeftDG1232,24.3475,23.4097,2.24e-17,1.965e-17,8.98e-18,60.8203,-938.97
160,LeftDG1233,24.3398,23.4139,2.692e-17,2.152e-17,8.687e-18,69.4136,-939.3
161,LeftDG1234,16.1521,21.5936,1.003e-17,8.66e-18,3.851e-18,51.4366,-1344.25
162,LeftDG1235,16.3031,21.7011,1.071e-17,8.952e-18,3.481e-18,40.7523,-1344.2
163,LeftDG1236,16.1585,21.4889,1.398e-17,1.144e-17,5.653e-18,72.1617,-1344.29
164,LeftDG1237,16.1292,21.6011,1.42e-17,1.212e-17,4.942e-18,71.8716,-1344.25
165,LeftDG1285,-0.8823,13.0274,5.875e-17,4.609e-17,1.636e-17,182.4835,-1060.72
166,LeftDG1286,-0.7988,13.0881,2.22e-17,1.634e-17,8.335e-18,74.0332,-1060.51
167,LeftDG1287,-0.6286,13.1457,2.422e-17,1.721e-17,8.322e-18,75.7468,-1060.48
168,LeftDG1288,-0.8558,12.777,2.102e-17,1.698e-17,7.647e-18,60.5517,-1060.65
169,LeftDG1289,-1.148,13.2172,2.13e-17,1.689e-17,7.689e-18,67.1507,-1060.43
170,LeftDG1290,-1.0276,13.085,1.44e-17,1.142e-17,5.239e-18,148.2112,-1060.4
171,LeftDG1291,-0.6287,13.0364,1.579e-17,1.249e-17,5.366e-18,105.3849,-1060.75
172,LeftDG1292,-0.9937,13.2318,2.149e-17,1.786e-17,7.852e-18,66.5351,-1060.74
173,LeftDG1293,-0.9417,12.9936,2.293e-17,1.998e-17,9.548e-18,69.7316,-1060.75
174,LeftDG1294,-0.7196,13.3772,2.393e-17,1.822e-17,8.546e-18,76.0531,-1060.36
175,LeftDG1295,-1.0771,13.1635,2.09e-17,1.832e-17,6.84e-18,56.9341,-1060.51
176,LeftDG1296,-0.8362,12.9301,2.546e-17,1.892e-17,8.68e-18,76.9562,-1060.65
177,LeftDG1297,-0.8841,12.9796,2.269e-17,1.707e-17,7.358e-18,56.0553,-1060.56
178,LeftDG1298,-0.8919,13.1503,2.091e-17,1.563e-17,6.952e-18,64.8736,-1060.34
179,LeftDG1299,-1.2284,12.8804,2.261e-17,1.718e-17,9.077e-18,70.3445,-1060.53
180,LeftDG1300,-0.8628,12.5925,2.8e-17,2.515e-17,1.03e-17,81.9028,-1060.23
181,LeftDG1301,-1.0486,13.2452,2.21e-17,1.735e-17,7.542e-18,54.0304,-1060.39
182,LeftDG1302,-0.9,13.1691,2.413e-17,1.831e-17,8.752e-18,74.9311,-1060.89
183,LeftDG1303,-0.7708,13.3504,2.129e-17,1.569e-17,7.275e-18,64.9844,-1060.73
184,LeftDG1312,36.3288,33.2102,3.627e-17,2.531e-17,1.451e-17,94.3401,-821.72
185,LeftDG1313,36.3167,33.1489,3.591e-17,2.986e-17,1.278e-17,98.2534,-821.38
186,LeftDG1314,-24.7463,5.3379,7.559e-17,6.013e-17,2.028e-17,146.6761,-973.78
187,LeftDG1315,-24.5197,5.7876,1.755e-17,1.456e-17,6.425e-18,95.3256,-974.28
188,LeftDG1316,-24.6527,5.2149,2.859e-17,2.581e-17,1.105e-17,78.7524,-974.13
189,LeftDG1317,-24.7928,5.3454,1.748e-17,1.551e-17,7.227e-18,125.7322,-974.19
190,LeftDG1318,-24.534,4.7998,3.992e-17,3.127e-17,1.264e-17,75.7733,-974.09
191,LeftDG1319,-24.5399,5.4615,2.668e-17,2.196e-17,9.141e-18,66.0275,-973.96
192,LeftDG1320,-24.8265,5.6619,3.43e-17,3.49e-17,1.217e-17,77.2055,-973.98
193,LeftDG1321,-25.294,5.276,1.8e-17,1.508e-17,6.143e-18,103.2423,-974.07
194,LeftDG1322,-24.7602,5.6118,2.701e-17,2.234e-17,8.37e-18,66.5885,-973.82
195,LeftDG1323,-25.0391,5.5292,2.849e-17,2.313e-17,1.054e-17,104.7137,-973.64
196,LeftDG1324,-25.3735,5.483,1.97e-17,1.531e-17,7.294e-18,59.627,-974.17
197,LeftDG1325,-24.3565,5.2386,1.853e-17,1.449e-17,6.333e-18,97.0281,-973.94
198,LeftDG1326,-24.9296,5.1312,1.855e-17,1.534e-17,7.077e-18,141.5588,-973.91
199,LeftDG1327,-25.1113,5.2073,2.69e-17,2.326e-17,1.056e-17,92.6736,-974.1
200,LeftDG1328,-24.1804,5.336,3.022e-17,2.652e-17,1.138e-17,86.4532,-973.69
201,LeftDG1329,-24.8334,5.9536,2.688e-17,2.075e-17,9.588e-18,67.7957,-974.05
202,LeftDG1330,-24.4434,5.4024,2.495e-17,2.131e-17,8.768e-18,59.562,-973.59
203,LeftDG1331,-24.3644,5.5022,2.883e-17,2.366e-17,1.011e-17,89.9802,-973.89
204,LeftDG1332,-24.5803,5.0385,2.851e-17,2.525e-17,1.021e-17,87.0207,-973.69
205,LeftDG1333,-24.5407,4.9415,1.777e-17,1.517e-17,6.667e-18,116.869,-974.14
206,LeftDG1334,-25.1413,5.1526,1.878e-17,1.578e-17,6.713e-18,117.5177,-973.54
207,LeftDG1335,-24.9698,5.4061,2.59e-17,2.324e-17,9.809e-18,86.8284,-973.78
208,LeftDG1336,-24.1184,4.9338,2.939e-17,2.325e-17,1.236e-17,87.5185,-973.69
209,LeftDG1392,-31.0099,-19.1682,7.359e-18,6.623e-18,2.791e-18,68.4142,-1531.71
210,LeftDG1393,-31.0604,-19.2841,1.025e-17,9.476e-18,3.879e-18,40.5928,-1531.41
211,LeftDG1394,-30.9974,-19.1851,1.211e-17,9.17e-18,4.708e-18,47.3261,-1531.69
212,LeftDG1395,-31.0849,-19.1989,7.91e-18,6.276e-18,2.879e-18,56.7957,-1531.63
213,LeftDG1396,-30.9469,-19.1736,1.093e-17,9.791e-18,4.228e-18,38.3182,-1531.65
214,LeftDG1439,19.7963,-27.4581,3.199e-17,2.281e-17,1.144e-17,117.6982,-718.57
0,RightDG0001,15.4102,-10.283,5.974e-17,4.12e-17,1.313e-17,166.0737,-1141.59
1,RightDG0002,15.6992,-10.2528,2.125e-17,1.919e-17,7.515e-18,77.2629,-1141.71
2,RightDG0003,15.1618,-10.469,2.076e-17,1.811e-17,7.87e-18,71.9955,-1141.43
3,RightDG0004,15.4558,-9.9432,2.88e-17,2.338e-17,8.901e-18,61.9725,-1141.48
4,RightDG0005,15.0215,-10.2432,1.791e-17,1.491e-17,6.987e-18,57.2103,-1141.54
5,RightDG0006,15.4053,-9.9515,2.03e-17,1.694e-17,8.325e-18,73.3344,-1141.6
6,RightDG0007,15.3822,-10.1654,1.937e-17,1.614e-17,7.489e-18,61.6089,-1141.59
7,RightDG0008,15.4223,-10.4397,1.901e-17,1.55e-17,6.726e-18,65.1276,-1141.48
8,RightDG0009,15.5925,-10.0304,2.139e-17,1.702e-17,7.711e-18,58.5621,-1141.32
9,RightDG0010,15.0678,-10.2326,1.314e-17,1.053e-17,4.843e-18,84.823,-1141.44
10,RightDG0011,15.5903,-10.3206,1.898e-17,1.819e-17,7.103e-18,73.3523,-1141.39
11,RightDG0012,14.8931,-10.3855,1.896e-17,1.551e-17,6.718e-18,51.2439,-1141.77
12,RightDG0013,15.2079,-10.3944,1.321e-17,1.1e-17,5.096e-18,101.0884,-1141.45
13,RightDG0014,15.2394,-10.1291,1.292e-17,1.118e-17,5.468e-18,102.2916,-1141.63
14,RightDG0015,15.6294,-9.9258,2.996e-17,2.178e-17,1.012e-17,69.526,-1141.79
15,RightDG0016,15.4001,-10.0329,2.222e-17,1.878e-17,7.985e-18,74.598,-1141.26
16,RightDG0017,15.1766,-10.3066,2.897e-17,2.163e-17,9.202e-18,60.8565,-1141.67
17,RightDG0018,15.2418,-10.4538,2.97e-17,2.263e-17,9.08e-18,69.5086,-1141.85
18,RightDG0019,15.5531,-10.2355,2.694e-17,1.89e-17,8.632e-18,51.6221,-1141.49
19,RightDG0020,15.521,-10.4619,1.517e-17,1.26e-17,5.696e-18,110.0377,-1141.73
20,RightDG0029,-9.0931,-5.9637,3.357e-17,2.753e-17,8.851e-18,141.4937,-1504.81
21,RightDG0030,-9.0932,-6.0342,1.341e-17,1.023e-17,4.463e-18,51.8627,-1505.07
22,RightDG0031,-9.0982,-5.8901,1.302e-17,1.109e-17,4.945e-18,54.2295,-1504.8
23,RightDG0032,-8.9544,-5.9574,1.193e-17,1.023e-17,4.525e-18,59.9145,-1505.41
24,RightDG0033,-9.2177,-5.8764,1.315e-17,1.029e-17,4.837e-18,50.982,-1504.85
25,RightDG0034,-9.1807,-6.0844,1.277e-17,1.08e-17,5.112e-18,50.0068,-1504.74
26,RightDG0035,-8.9483,-5.9385,1.174e-17,8.86e-18,4.422e-18,49.4652,-1505.3
27,RightDG0036,-9.1998,-6.0526,1.129e-17,9.508e-18,4.561e-18,46.0539,-1504.87
28,RightDG0037,-9.1839,-5.9897,1.16e-17,9.859e-18,4.289e-18,46.7751,-1504.89
29,RightDG0038,-9.0086,-6.1029,8.304e-18,7.208e-18,3.236e-18,58.381,-1505.19
30,RightDG0039,-9.285,-5.9078,1.277e-17,1.053e-17,4.914e-18,48.3472,-1505.04
31,RightDG0040,-8.9876,-6.0021,1.158e-17,1.063e-17,4.701e-18,47.7249,-1505.18
32,RightDG0041,-9.2177,-6.1179,1.231e-17,1.056e-17,4.094e-18,63.7724,-1505.06
33,RightDG0146,-27.2513,39.7048,6.921e-18,5.41e-18,2.537e-18,124.95,-1570.04
34,RightDG0147,-27.3603,39.5341,1.14e-17,9.444e-18,4.436e-18,53.7865,-1570.19
35,RightDG0148,-27.4181,39.5643,1.063e-17,7.637e-18,4.212e-18,47.2986,-1569.83
36,RightDG0149,-27.2239,39.8127,1.079e-17,8.981e-18,3.91e-18,49.97,-1570.0
37,RightDG0150,-27.3261,39.7049,9.969e-18,8.21e-18,3.603e-18,43.9346,-1570.47
38,RightDG0151,-27.1051,39.5628,1.09e-17,9.308e-18,4.257e-18,51.4749,-1570.16
39,RightDG0152,-27.1085,39.6086,1.108e-17,8.215e-18,4.109e-18,51.0312,-1570.48
40,RightDG0153,-27.4849,39.7424,1.092e-17,8.86e-18,3.729e-18,40.4813,-1569.83
41,RightDG0154,-27.3736,39.9835,9.833e-18,8.231e-18,3.623e-18,44.2506,-1570.19
42,RightDG0229,22.1296,-16.0295,1.333e-17,1.031e-17,5.119e-18,66.4123,-1120.93
43,RightDG0262,-7.4567,-17.0427,1.318e-17,1.039e-17,4.536e-18,48.8489,-1409.82
44,RightDG0263,-7.4191,-17.0946,1.309e-17,1.123e-17,6.065e-18,52.2185,-1409.72
45,RightDG0264,-7.4736,-17.0598,1.367e-17,1.148e-17,4.952e-18,54.1978,-1409.67
46,RightDG0267,5.1373,30.0518,2.035e-16,1.383e-16,4.838e-17,482.455,-540.94
47,RightDG0268,5.7136,31.2014,7.321e-17,5.693e-17,2.989e-17,137.3064,-540.64
48,RightDG0269,5.7221,29.8688,8.145e-17,6.291e-17,2.962e-17,126.2853,-540.59
49,RightDG0270,4.9854,29.0743,4.816e-17,4.051e-17,1.72e-17,151.2,-540.87
50,RightDG0271,5.2559,31.0459,1.042e-16,7.588e-17,3.192e-17,122.4253,-540.59
51,RightDG0272,5.2974,31.0832,6.814e-17,5.586e-17,2.424e-17,123.1877,-540.75
52,RightDG0273,4.7063,30.9912,4.558e-17,4.587e-17,1.798e-17,151.1106,-541.07
53,RightDG0274,5.7246,30.3537,7.603e-17,5.532e-17,2.737e-17,111.8792,-540.74
54,RightDG0275,4.6163,31.3846,8.153e-17,6.436e-17,2.859e-17,138.6909,-540.48
55,RightDG0276,6.0331,30.3679,5.442e-17,4.509e-17,1.961e-17,148.0479,-541.08
56,RightDG0277,5.9335,31.2199,8.371e-17,5.955e-17,2.998e-17,140.0551,-541.03
57,RightDG0278,5.2767,29.1535,5.373e-17,4.057e-17,1.89e-17,213.6911,-540.87
58,RightDG0279,5.1755,30.9285,5.456e-17,4.31e-17,1.759e-17,187.6072,-540.71
59,RightDG0280,5.7533,30.9601,1.003e-16,7.308e-17,3.26e-17,135.0177,-540.82
60,RightDG0281,4.6953,29.8974,5.062e-17,3.901e-17,1.902e-17,271.6227,-540.48
61,RightDG0282,5.0571,29.6262,4.697e-17,4.323e-17,1.88e-17,147.3556,-540.83
62,RightDG0283,5.3512,29.6595,7.078e-17,6.064e-17,2.471e-17,110.1667,-540.89
63,RightDG0284,5.6021,30.3161,6.373e-17,4.483e-17,1.892e-17,236.9579,-540.89
64,RightDG0285,5.5313,30.1049,7.321e-17,5.652e-17,2.589e-17,122.0997,-540.93
65,RightDG0286,4.3063,29.9913,7.137e-17,5.57e-17,2.58e-17,171.9097,-540.9
66,RightDG0287,4.7958,31.0202,7.357e-17,5.619e-17,2.604e-17,130.0588,-540.9
67,RightDG0288,5.7248,30.7195,7.559e-17,6.107e-17,2.676e-17,144.4095,-540.61
68,RightDG0289,6.0665,29.9799,7.685e-17,6.951e-17,2.895e-17,138.8422,-540.8
69,RightDG0389,-20.9882,22.8302,2.799e-17,2.31e-17,7.977e-18,110.6849,-1630.95
70,RightDG0390,-20.8962,22.9503,1.168e-17,8.728e-18,4.184e-18,41.7594,-1630.83
71,RightDG0391,-21.1087,23.0165,1.17e-17,9.543e-18,4.201e-18,50.3278,-1630.95
72,RightDG0392,-20.8376,22.9472,1.135e-17,8.946e-18,4.137e-18,54.8451,-1630.96
73,RightDG0393,-21.1674,22.7738,1.096e-17,9.225e-18,4.155e-18,46.8414,-1630.77
74,RightDG0394,-20.6919,22.7827,1.114e-17,9.279e-18,4.007e-18,42.5432,-1631.04
75,RightDG0395,-20.8608,22.717,7.994e-18,6.769e-18,3.078e-18,74.3745,-1630.84
76,RightDG0396,-20.933,22.8845,7.263e-18,5.922e-18,2.387e-18,89.2733,-1630.89
77,RightDG0397,-20.9562,23.129,1.087e-17,9.654e-18,4.398e-18,40.802,-1631.13
78,RightDG0398,-20.9608,22.6171,1.034e-17,8.95e-18,3.888e-18,52.07,-1630.81
79,RightDG0399,-20.9364,22.8121,8.253e-18,6.683e-18,2.887e-18,80.1489,-1630.9
80,RightDG0400,-20.7477,22.7703,1.151e-17,9.528e-18,4.107e-18,48.4219,-1630.67
81,RightDG0401,-20.6668,22.7663,1.077e-17,8.492e-18,3.621e-18,43.19,-1630.87
82,RightDG0402,-21.0014,22.9932,9.077e-18,9.018e-18,3.817e-18,45.1814,-1630.64
83,RightDG0403,-20.8899,23.0586,1.036e-17,8.456e-18,4.033e-18,34.9384,-1630.98
84,RightDG0404,-5.6495,9.8264,8.404e-18,6.276e-18,3.137e-18,88.3541,-1601.83
85,RightDG0405,-5.7078,9.8435,1.151e-17,9.394e-18,4.111e-18,53.164,-1601.84
86,RightDG0406,-5.7391,9.8776,1.122e-17,9.116e-18,4.124e-18,44.7372,-1601.91
87,RightDG0407,-5.6488,9.8847,1.147e-17,9.431e-18,4.328e-18,46.9421,-1602.12
88,RightDG0408,-5.5506,9.8031,7.162e-18,6.213e-18,2.831e-18,52.1965,-1601.92
89,RightDG0409,-5.6111,9.8521,8.968e-18,7.848e-18,3.957e-18,42.4356,-1601.85
90,RightDG0445,-36.9779,-12.9348,1.86e-17,1.415e-17,5.39e-18,50.3248,-1462.18
91,RightDG0446,-36.9,-12.8856,1.143e-17,9.8e-18,4.103e-18,52.9821,-1462.14
92,RightDG0447,-37.0048,-12.9224,1.228e-17,1.047e-17,5.084e-18,51.3969,-1461.92
93,RightDG0493,-6.1038,11.2858,3.364e-17,2.215e-17,8.22e-18,115.1072,-1567.47
94,RightDG0494,-5.8153,11.0005,9.316e-18,8.39e-18,4.021e-18,40.5186,-1566.72
95,RightDG0495,-5.9944,11.5868,1.071e-17,8.834e-18,4.057e-18,45.4558,-1567.25
96,RightDG0496,-5.8369,11.3922,6.41e-18,5.712e-18,2.651e-18,61.3003,-1567.05
97,RightDG0497,-6.0102,10.8978,1.035e-17,9.149e-18,3.85e-18,44.4892,-1567.26
98,RightDG0498,-6.3841,11.4624,1.125e-17,9.46e-18,4.32e-18,51.3114,-1567.08
99,RightDG0499,-6.1472,11.3529,6.883e-18,5.805e-18,3.035e-18,65.2869,-1567.13
100,RightDG0500,-6.2286,11.0618,1.083e-17,9.035e-18,3.784e-18,38.5144,-1567.22
101,RightDG0501,-6.3028,11.3289,9.105e-18,6.692e-18,3.091e-18,78.592,-1567.33
102,RightDG0502,-6.0975,11.6034,1.31e-17,9.055e-18,4.945e-18,40.1039,-1567.08
103,RightDG0503,-6.0128,11.2077,6.873e-18,6.314e-18,2.438e-18,83.3695,-1567.1
104,RightDG0504,-5.9164,11.0327,1.103e-17,8.729e-18,4.043e-18,45.1394,-1567.13
105,RightDG0505,-6.1156,11.1769,6.793e-18,5.973e-18,2.739e-18,83.3753,-1567.43
106,RightDG0506,-6.0169,10.9485,1.108e-17,9.069e-18,4.027e-18,54.1212,-1566.95
107,RightDG0507,-6.2969,11.2498,1.339e-17,1.275e-17,4.95e-18,52.297,-1566.84
108,RightDG0508,-6.1185,11.3301,7.543e-18,6.369e-18,3.07e-18,67.451,-1567.23
109,RightDG0509,-5.8294,11.3129,1.167e-17,9.079e-18,4.194e-18,43.2058,-1567.29
110,RightDG0510,-6.4191,11.4243,9.91e-18,8.512e-18,3.638e-18,43.0817,-1567.03
111,RightDG0511,-5.948,11.2249,1.47e-17,1.227e-17,5.373e-18,44.8579,-1566.8
112,RightDG0512,-5.9503,11.1912,1.187e-17,9.473e-18,4.306e-18,47.7879,-1567.19
113,RightDG0513,-6.2903,11.2197,8.335e-18,6.635e-18,3.045e-18,79.5304,-1566.71
114,RightDG0514,-5.941,10.9646,6.628e-18,5.526e-18,2.65e-18,56.8371,-1567.01
115,RightDG0515,-6.0659,11.5742,9.937e-18,8.56e-18,3.926e-18,42.0843,-1567.32
116,RightDG0516,-6.2803,11.4517,1.169e-17,9.155e-18,4.496e-18,55.336,-1566.8
117,RightDG0517,-5.7084,11.4048,1.103e-17,9.784e-18,4.542e-18,44.4355,-1566.86
118,RightDG0518,-5.9268,11.1752,1.146e-17,9.118e-18,3.814e-18,52.6025,-1567.07
119,RightDG0519,-5.9208,11.1464,1.132e-17,9.216e-18,4.536e-18,46.1381,-1567.16
120,RightDG0550,25.6064,9.5518,7.341e-17,5.412e-17,1.953e-17,199.8906,-954.18
121,RightDG0551,25.6721,9.2125,2.841e-17,2.376e-17,9.989e-18,79.8045,-953.79
122,RightDG0552,25.4482,9.8695,2.843e-17,2.613e-17,1.111e-17,84.6251,-953.88
123,RightDG0553,26.1711,9.9711,2.698e-17,2.26e-17,1.028e-17,77.6347,-953.92
124,RightDG0554,25.874,9.8298,1.875e-17,1.598e-17,6.633e-18,76.1496,-953.59
125,RightDG0555,25.261,9.1333,2.733e-17,1.993e-17,1.01e-17,69.2971,-954.22
126,RightDG0556,25.7495,9.0127,1.878e-17,1.618e-17,7.232e-18,100.956,-953.57
127,RightDG0557,26.023,10.0876,2.946e-17,2.574e-17,1.153e-17,94.7327,-953.81
128,RightDG0558,26.0174,9.5011,2.775e-17,2.019e-17,9.502e-18,66.2616,-954.12
129,RightDG0559,25.5506,9.6209,2.623e-17,2.337e-17,1.063e-17,66.2863,-953.74
130,RightDG0560,25.3358,9.8538,2.54e-17,2.304e-17,9.632e-18,68.0142,-953.9
131,RightDG0561,25.5006,9.5868,1.887e-17,1.649e-17,7.573e-18,223.9494,-954.22
132,RightDG0562,25.3844,9.8728,2.032e-17,1.551e-17,6.942e-18,95.2305,-953.69
